Date,Avg_Temp
01-09-1997,14.368
01-10-1997,7.913
01-11-1997,3.963
01-12-1997,1.876
01-01-1998,2.189
01-02-1998,4.369
01-03-1998,5.043
01-04-1998,8.916
01-05-1998,14.256
01-06-1998,16.769
01-07-1998,16.816
01-08-1998,17.177
01-09-1998,13.716
01-10-1998,8.644
01-11-1998,1.473
01-12-1998,0.693
01-01-1999,2.396
01-02-1999,0.259
01-03-1999,5.615
01-04-1999,9.053
01-05-1999,13.952
01-06-1999,15.459
01-07-1999,19.23
01-08-1999,17.668
01-09-1999,17.331
01-10-1999,9.195
01-11-1999,3.448
01-12-1999,1.843
01-01-2000,0.71
01-02-2000,3.878
01-03-2000,5.317
01-04-2000,10.207
01-05-2000,15.011
01-06-2000,17.181
01-07-2000,15.661
01-08-2000,18.125
01-09-2000,14.338
01-10-2000,10.702
01-11-2000,6.157
01-12-2000,2.958
01-01-2001,0.664
01-02-2001,2.273
01-03-2001,4.339
01-04-2001,7.196
01-05-2001,14.468
01-06-2001,14.543
01-07-2001,18.723
01-08-2001,18.988
01-09-2001,12.116
01-10-2001,12.595
01-11-2001,3.738
01-12-2001,-0.558
01-01-2002,0.943
01-02-2002,4.996
01-03-2002,5.557
01-04-2002,8.128
01-05-2002,14.027
01-06-2002,17.539
01-07-2002,18.017
01-08-2002,19.184
01-09-2002,13.566
01-10-2002,8.2
01-11-2002,5.399
01-12-2002,0.092
01-01-2003,-0.524
01-02-2003,-1.725
01-03-2003,5.609
01-04-2003,8.416
01-05-2003,14.327
01-06-2003,19.466
01-07-2003,19.382
01-08-2003,20.872
01-09-2003,14.393
01-10-2003,6.01
01-11-2003,6.032
01-12-2003,1.673
01-01-2004,-0.45
01-02-2004,2.407
01-03-2004,4.256
01-04-2004,9.373
01-05-2004,11.765
01-06-2004,15.526
01-07-2004,17.157
01-08-2004,18.903
01-09-2004,14.428
01-10-2004,10.13
01-11-2004,4.21
01-12-2004,0.936
01-01-2005,1.795
01-02-2005,-1.04
01-03-2005,3.746
01-04-2005,9.317
01-05-2005,13.07
01-06-2005,16.636
01-07-2005,18.406
01-08-2005,16.218
01-09-2005,15.464
01-10-2005,11.214
01-11-2005,4.151
01-12-2005,0.564
01-01-2006,-2.711
01-02-2006,-0.295
01-03-2006,1.711
01-04-2006,8.18
01-05-2006,13.378
01-06-2006,17.107
01-07-2006,22.343
01-08-2006,16.045
01-09-2006,17.316
01-10-2006,12.174
01-11-2006,6.976
01-12-2006,4.248
01-01-2007,4.453
01-02-2007,3.936
01-03-2007,6.42
01-04-2007,11.701
01-05-2007,14.459
01-06-2007,17.801
01-07-2007,17.62
01-08-2007,17.303
01-09-2007,12.894
01-10-2007,8.417
01-11-2007,3.587
01-12-2007,1.379
01-01-2008,3.361
01-02-2008,3.872
01-03-2008,4.392
01-04-2008,7.787
01-05-2008,14.84
01-06-2008,17.336
01-07-2008,18.456
01-08-2008,17.788
01-09-2008,12.795
01-10-2008,9.138
01-11-2008,5.027
01-12-2008,0.914
01-01-2009,-2.155
01-02-2009,0.567
01-03-2009,4.436
01-04-2009,11.963
01-05-2009,13.966
01-06-2009,15.258
01-07-2009,18.498
01-08-2009,19.145
01-09-2009,15.141
01-10-2009,8.172
01-11-2009,7.263
01-12-2009,0.056
01-01-2010,-3.752
01-02-2010,-0.436
01-03-2010,4.352
01-04-2010,8.842
01-05-2010,10.829
01-06-2010,16.688
01-07-2010,20.753
01-08-2010,17.154
01-09-2010,12.744
01-10-2010,8.144
01-11-2010,4.642
01-12-2010,-3.852
01-01-2011,0.778
01-02-2011,0.934
01-03-2011,5.19
01-04-2011,11.706
01-05-2011,14.242
01-06-2011,16.977
01-07-2011,16.538
01-08-2011,18.152
01-09-2011,15.605
01-10-2011,9.498
01-11-2011,4.611
01-12-2011,3.604
01-01-2012,1.753
01-02-2012,-2.467
01-03-2012,7.115
01-04-2012,8.259
01-05-2012,14.474
01-06-2012,15.623
01-07-2012,17.834
01-08-2012,18.822
01-09-2012,14.03
01-10-2012,8.847
01-11-2012,5.22
01-12-2012,1.216
01-01-2013,-0.067
01-02-2013,-0.731
01-03-2013,0.394
01-04-2013,8.213
01-05-2013,12.151
01-06-2013,15.927
01-07-2013,19.762
01-08-2013,18.233
01-09-2013,
